"subject","delta_rt","sess","trial","tgt_word","N","rt_mean","rt_median","sd","se","ci","delta","cond_order"
"g9126","D1-2","struct",5,2,15,660.993333333335,622.199999999953,116.940066863732,30.1937954311745,64.7592504984965,79.2,"rand-struct"
"g9126","D2-3","struct",6,2,18,533.327777777776,542.999999999971,95.3597634074401,22.4765117859152,47.4212947012781,45.35,"rand-struct"
"g9126","D1-3","struct",4,2,18,496.622222222221,497.650000000009,49.2621147304146,11.6111917938219,24.4974733238159,124.549999999945,"rand-struct"
"g9126","D1-2","struct",11,3,13,703.869230769225,739.70000000007,149.88909446993,41.571755057246,90.5770732705111,135.7,"rand-struct"
"g9126","D2-3","struct",7,3,17,612.047058823525,604,114.540413815636,27.7801308566956,58.8912466161689,100.5,"rand-struct"
"g9126","D1-3","struct",12,3,14,561.042857142847,503.5,138.711381121908,37.0721759860288,80.0895670270892,236.20000000007,"rand-struct"
"g9126","D1-2","struct",9,4,16,689.824999999997,687.449999999953,164.585817533999,41.1464543834997,87.7015914971065,179.45,"rand-struct"
"g9126","D2-3","struct",10,4,15,545.413333333346,508,106.692414154382,27.5478628791057,59.0842895836909,107.15,"rand-struct"
"g9126","D1-3","struct",1,4,18,437.444444444445,400.850000000006,112.106625832534,26.4237851140425,55.7493134589269,286.599999999948,"rand-struct"
"r6364","D1-2","rand",9,1,4,678.274999999965,698.299999999988,138.113464827544,69.0567324137721,219.769342925175,113.7,"struct-rand"
"r6364","D2-3","rand",12,1,4,632.075000000012,584.600000000035,172.748051122601,86.3740255613005,274.880698520041,-6.8,"struct-rand"
"r6364","D1-3","rand",8,1,7,551.485714285718,591.400000000023,79.7273986483889,30.1341242145349,73.73554566442,106.899999999965,"struct-rand"
"r6364","D1-2","rand",2,2,7,693.242857142861,730.600000000006,124.832525904943,47.1822598680725,115.450830834988,85.1,"struct-rand"
"r6364","D2-3","rand",3,2,9,634.233333333334,645.5,187.695744490923,62.5652481636412,144.275720985431,190.1,"struct-rand"
"r6364","D1-3","rand",11,2,11,466.74545454544,455.400000000023,263.959672539713,79.586835781755,177.33052091198,275.199999999983,"struct-rand"
"r6364","D1-2","rand",10,3,6,593.283333333345,662.900000000023,262.425802212129,107.13488512671,275.398989669703,227.3,"struct-rand"
"r6364","D2-3","rand",4,3,9,479.455555555556,435.600000000006,257.847794789443,85.9492649298142,198.19936034591,-161.95,"struct-rand"
"r6364","D1-3","rand",5,3,6,616.183333333329,597.550000000017,190.526506467372,77.7821205533569,199.945306231733,65.3500000000058,"struct-rand"
"r6364","D1-2","rand",6,4,7,637.285714285723,556.099999999977,211.722518315636,80.0235900593557,195.810670887404,39.6,"struct-rand"
"r6364","D2-3","rand",7,4,7,465.442857142854,516.5,206.560127300692,78.072389659925,191.036255506078,31.7,"struct-rand"
"r6364","D1-3","rand",1,4,9,525.255555555555,484.799999999999,158.31925112815,52.7730837093833,121.694949261314,71.2999999999774,"struct-rand"
"r6364","D1-2","struct",8,1,9,678.222222222222,729.900000000023,125.141657510381,41.7138858367938,96.192393235081,276.7,"struct-rand"
"r6364","D2-3","struct",9,1,9,489.56666666669,453.20000000007,195.901212349478,65.3004041164927,150.583001923135,-55.8,"struct-rand"
"r6364","D1-3","struct",7,1,10,480.570000000001,509,167.535887034534,52.9794992845801,119.847953788075,220.900000000023,"struct-rand"
"r6364","D1-2","struct",2,2,13,584.930769230771,566.400000000009,142.043727918646,39.3958418745181,85.8361657117415,71.4,"struct-rand"
"r6364","D2-3","struct",6,2,10,553.479999999999,495,161.791022962047,51.1628137528669,115.738325599958,-182.7,"struct-rand"
"r6364","D1-3","struct",1,2,13,654.338461538461,677.700000000012,154.158552246604,42.7558895904942,93.1570807836043,-111.300000000003,"struct-rand"
"r6364","D1-2","struct",4,3,12,581.958333333331,624.699999999997,127.969843452801,36.9417117828143,81.3081594223568,283.25,"struct-rand"
"r6364","D2-3","struct",10,3,14,383.399999999998,341.449999999953,186.538368913538,49.8544761401501,107.704047637552,-111.55,"struct-rand"
"r6364","D1-3","struct",5,3,9,444.877777777774,453,192.190385931355,64.0634619771184,147.73060823473,171.699999999997,"struct-rand"
"r6364","D1-2","struct",11,4,12,450.99999999999,369.150000000023,231.91455715022,66.9479659998362,147.351479663959,-53.55,"struct-rand"
"r6364","D2-3","struct",3,4,7,456.528571428569,422.699999999983,209.740527909177,79.2744680998691,193.977635486783,166.3,"struct-rand"
"r6364","D1-3","struct",12,4,4,319.225000000035,256.400000000023,225.512340756204,112.756170378102,358.84045781773,112.75,"struct-rand"
"x5767","D1-2","struct",8,1,13,511.930769230763,473.399999999965,146.556197324979,40.6473757070946,88.5630236829217,-120.1,"struct-rand"
"x5767","D2-3","struct",4,1,16,565.331249999999,593.5,86.557962997828,21.639490749457,46.1234827240751,147.8,"struct-rand"
"x5767","D1-3","struct",1,1,17,457.070588235295,445.700000000004,67.8965275686629,16.4673267516623,34.9091732448568,27.6999999999607,"struct-rand"
"x5767","D1-2","struct",10,2,17,537.252941176473,527.599999999977,86.6751414596932,21.0218096090393,44.5642455894226,129.75,"struct-rand"
"x5767","D2-3","struct",2,2,18,426.861111111111,397.849999999999,127.350489681907,30.0167982805013,63.329908608882,-100.25,"struct-rand"
"x5767","D1-3","struct",9,2,14,524.178571428563,498.100000000035,110.346853000125,29.4914369739411,63.7123760725503,29.4999999999418,"struct-rand"
"x5767","D1-2","struct",12,3,17,581.982352941181,562.29999999993,146.88520277456,35.6248944635164,75.5214025574062,222.05,"struct-rand"
"x5767","D2-3","struct",7,3,18,353.272222222217,340.25,129.126029660742,30.4352970669352,64.2128638678046,-33.15,"struct-rand"
"x5767","D1-3","struct",6,3,17,383.470588235287,373.399999999965,124.209524416941,30.1252346399285,63.8626445534681,188.899999999965,"struct-rand"
"x5767","D1-2","struct",5,4,17,564.400000000006,520.200000000012,123.632434053532,29.9852696679367,63.5659320676374,NA,"struct-rand"
"x5767","D2-3","struct",3,4,0,NA,NA,NA,NA,NA,NA,"struct-rand"
"x5767","D1-3","struct",11,4,18,443.583333333333,420,112.588361377404,26.5373312708814,55.9888749094287,100.200000000012,"struct-rand"
"k5002","D1-2","rand",8,1,12,522.833333333343,499.450000000012,106.968502869126,30.8791469631505,67.964544222183,-63.35,"struct-rand"
"k5002","D2-3","rand",4,1,6,561.083333333338,562.800000000003,107.816926624105,44.0160759773586,113.146925383386,110.7,"struct-rand"
"k5002","D1-3","rand",3,1,16,511.112500000001,452.099999999991,153.94515419461,38.4862885486526,82.031582237308,47.3500000000204,"struct-rand"
"k5002","D1-2","rand",2,2,13,509.807692307691,494.300000000003,154.471725900128,42.8427483340253,93.3463297283787,-28.25,"struct-rand"
"k5002","D2-3","rand",5,2,16,546.312500000004,522.549999999988,127.805914704028,31.9514786760071,68.1029647039381,76.2,"struct-rand"
"k5002","D1-3","rand",1,2,14,455.3,446.35,77.1151686166161,20.6098957347628,44.5249727583478,47.9500000000025,"struct-rand"
"k5002","D1-2","rand",12,3,11,535.390909090903,514,93.7969877399523,28.280855890817,63.0136737777543,-12,"struct-rand"
"k5002","D2-3","rand",10,3,15,535.806666666657,526,195.897190480346,50.5804370866135,108.484248132433,-242.3,"struct-rand"
"k5002","D1-3","rand",9,3,1,768.29999999993,768.29999999993,NA,NA,NA,-254.29999999993,"struct-rand"
"k5002","D1-2","rand",6,4,10,543.959999999998,522.149999999994,96.3399328765884,30.4653617517757,68.9174363040178,-109.15,"struct-rand"
"k5002","D2-3","rand",7,4,4,570.624999999985,631.299999999959,308.32085425196,154.16042712598,490.607281728034,159.5,"struct-rand"
"k5002","D1-3","rand",11,4,9,502.777777777778,471.800000000047,104.644837160955,34.8816123869849,80.437142406976,50.3499999999476,"struct-rand"
"k5002","D1-2","struct",8,1,14,450.69285714287,459.600000000035,74.9620259176077,20.0344441430112,43.2817851762159,-144.55,"struct-rand"
"k5002","D2-3","struct",4,1,10,602.690000000002,604.150000000009,64.1309155815756,20.2799761669761,45.8764933475018,136.9,"struct-rand"
"k5002","D1-3","struct",1,1,18,485.855555555554,467.249999999996,106.80591645995,25.1743959332247,53.1133327024613,-7.64999999996144,"struct-rand"
"k5002","D1-2","struct",10,2,8,506.512499999997,513.600000000035,77.0324317136372,27.2350774180012,64.4007245566127,-2.2,"struct-rand"
"k5002","D2-3","struct",2,2,13,545.469230769232,515.799999999988,120.498356728871,33.4202310611612,72.8164282065012,12.8,"struct-rand"
"k5002","D1-3","struct",9,2,15,530.239999999998,503,107.074972399163,27.6466389931719,59.2961432782243,10.6000000000349,"struct-rand"
"k5002","D1-2","struct",12,3,12,531.474999999996,545.700000000012,137.407040477289,39.6659959040563,87.3042683450836,51.05,"struct-rand"
"k5002","D2-3","struct",7,3,16,520.256250000009,494.650000000023,93.8619480496001,23.4654870124,50.0155016289189,-43.15,"struct-rand"
"k5002","D1-3","struct",6,3,9,543.077777777786,537.800000000047,64.5038327888054,21.5012775962685,49.5820350491677,7.89999999996508,"struct-rand"
"k5002","D1-2","struct",5,4,14,508.028571428577,545.100000000006,187.984551036972,50.2409845704908,108.539048335919,-221.5,"struct-rand"
"k5002","D2-3","struct",3,4,3,782.5,766.600000000006,29.288735035836,16.9098590571636,72.7572512319835,328,"struct-rand"
"k5002","D1-3","struct",11,4,17,465.064705882345,438.599999999977,96.3294603248238,23.3633258692938,49.5280383177489,106.500000000029,"struct-rand"
"y7212","D1-2","rand",8,1,13,608.084615384609,599.599999999977,111.940503886029,31.0467097355657,67.644969490805,91.2,"rand-struct"
"y7212","D2-3","rand",4,1,15,531.126666666662,508.399999999965,151.740735027432,39.179289313501,84.0312181616772,10.3,"rand-struct"
"y7212","D1-3","rand",3,1,17,542.247058823528,498.100000000006,113.398275547112,27.5031216378612,58.3040133052286,101.499999999971,"rand-struct"
"y7212","D1-2","rand",2,2,16,584.40625,585.799999999996,134.199396266651,33.5498490666628,71.5098105467375,17.5,"rand-struct"
"y7212","D2-3","rand",5,2,15,571.820000000003,568.299999999988,104.676612205667,27.0273850539974,57.9679756730423,115.95,"rand-struct"
"y7212","D1-3","rand",1,2,18,484.272222222221,452.349999999999,164.188341656612,38.6995632590547,81.6489414192995,133.449999999997,"rand-struct"
"y7212","D1-2","rand",12,3,11,575.500000000011,512.099999999977,145.880252261915,43.9845510068333,98.0036869854973,-149.55,"rand-struct"
"y7212","D2-3","rand",10,3,14,643.971428571419,661.649999999965,172.373714882567,46.0688131125729,99.5256198888446,158.35,"rand-struct"
"y7212","D1-3","rand",9,3,16,548.368749999987,503.299999999988,110.88982351115,27.7224558777876,59.0890159825112,8.79999999998836,"rand-struct"
"y7212","D1-2","rand",6,4,10,623.15,614.049999999988,141.689803992938,44.8062501840505,101.358779791978,89.05,"rand-struct"
"y7212","D2-3","rand",7,4,12,551.358333333347,525,141.070468904633,40.7235365983983,89.6318997195234,-60.6,"rand-struct"
"y7212","D1-3","rand",11,4,11,617.618181818186,585.599999999977,159.374350622567,48.0531747474181,107.069145616008,28.4500000000116,"rand-struct"
"y7212","D1-2","struct",8,1,14,619.471428571431,577.149999999994,136.079571905957,36.3687953864971,78.5700056262968,39.95,"rand-struct"
"y7212","D2-3","struct",4,1,17,566.782352941174,537.199999999983,153.243638674227,37.1670416886956,78.790608632243,60.2,"rand-struct"
"y7212","D1-3","struct",1,1,17,433.15294117647,477,106.240394375485,25.7670804539649,54.6237703998205,100.149999999994,"rand-struct"
"y7212","D1-2","struct",10,2,14,542.392857142841,507.199999999953,127.041377052948,33.9532362054355,73.3515072837004,-35,"rand-struct"
"y7212","D2-3","struct",2,2,16,560.362499999999,542.200000000004,101.027236426618,25.2568091066545,53.8336142926688,63.3,"rand-struct"
"y7212","D1-3","struct",9,2,15,542.946666666679,478.900000000023,179.942379137118,46.4609225116667,99.6487681114033,28.2999999999302,"rand-struct"
"y7212","D1-2","struct",12,3,15,572.666666666667,595.100000000093,97.4878429539251,25.1712528145491,53.9869679548584,43.4,"rand-struct"
"y7212","D2-3","struct",7,3,11,581.24545454545,551.700000000012,139.74448370964,42.1345471806189,93.8816215839857,46.5,"rand-struct"
"y7212","D1-3","struct",6,3,15,546.493333333339,505.199999999953,90.6184817688795,23.3975913832981,50.182842528238,89.9000000001397,"rand-struct"
"y7212","D1-2","struct",5,4,15,566.719999999999,557.200000000012,260.689175072539,67.3096555728328,144.364853240944,50.3,"rand-struct"
"y7212","D2-3","struct",3,4,17,527.100000000004,506.900000000023,94.1028227525568,22.8232869339746,48.38320691698,-49,"rand-struct"
"y7212","D1-3","struct",11,4,15,567.120000000003,555.900000000023,145.413907764807,37.5457095386693,80.5275380069665,1.29999999998836,"rand-struct"
"t0056","D1-2","rand",2,1,14,677.885714285713,652.550000000003,97.3006115653416,26.0046822857916,56.1797005314973,34,"struct-rand"
"t0056","D2-3","rand",8,1,10,615.179999999999,618.549999999988,88.6833543193689,28.0441390192937,63.4402499570039,-40.05,"struct-rand"
"t0056","D1-3","rand",6,1,10,681.960000000009,658.600000000006,101.767067364637,32.1815723668041,72.7997744396746,-6.05000000000291,"struct-rand"
"t0056","D1-2","rand",3,2,7,682.471428571419,710.299999999988,107.77497721776,40.735112467692,99.6752294549187,146.8,"struct-rand"
"t0056","D2-3","rand",4,2,11,568.563636363637,563.5,67.9392415725586,20.4844520761356,45.6422035324887,86.9,"struct-rand"
"t0056","D1-3","rand",10,2,18,525.488888888898,476.599999999977,104.426838385353,24.6136418533849,51.9302450094816,233.700000000012,"struct-rand"
"t0056","D1-2","rand",7,3,12,679.625,706.249999999971,134.167392902226,38.7307902042853,85.2458944782545,57.55,"struct-rand"
"t0056","D2-3","rand",9,3,6,617.366666666678,648.700000000012,76.7889488576658,31.3489570976591,80.5850596813845,35.7,"struct-rand"
"t0056","D1-3","rand",5,3,10,624.970000000001,613,124.511927585709,39.3741287028791,89.0704672741564,93.2499999999709,"struct-rand"
"t0056","D1-2","rand",1,4,13,653.484615384615,622.300000000003,134.11248914098,37.1961120213777,81.0433660859172,-39.55,"struct-rand"
"t0056","D2-3","rand",11,4,10,627.630000000005,661.849999999977,101.350010140883,32.0496872926354,72.5014296744777,-8.85,"struct-rand"
"t0056","D1-3","rand",12,4,5,652.579999999981,670.699999999953,148.11906359412,66.2408589920133,183.914108712472,-48.3999999999505,"struct-rand"
"t0056","D1-2","struct",5,1,14,720.571428571429,726.949999999983,131.733585628042,35.2072816965271,76.0607078564333,157.85,"struct-rand"
"t0056","D2-3","struct",10,1,15,577.886666666662,569.099999999977,124.533442821403,32.1543966728777,68.9643219420167,0.8,"struct-rand"
"t0056","D1-3","struct",1,1,11,598.418181818182,568.300000000003,129.219346989389,38.9610990562312,86.8107385232745,158.64999999998,"struct-rand"
"t0056","D1-2","struct",11,2,16,653.16874999999,637.349999999977,120.478876260538,30.1197190651344,64.1986615137688,11.7,"struct-rand"
"t0056","D2-3","struct",9,2,14,627.90714285714,625.649999999965,81.7283724794073,21.8428263283276,47.1885573682792,-57.95,"struct-rand"
"t0056","D1-3","struct",4,2,15,684.606666666657,683.599999999977,121.751230364371,31.4360325054315,67.4235840386008,-46.25,"struct-rand"
"t0056","D1-2","struct",2,3,15,666.666666666667,627,130.679119911918,33.7412036743933,72.367684475162,126.55,"struct-rand"
"t0056","D2-3","struct",6,3,14,568.699999999999,500.450000000012,150.909239152339,40.3321906719133,87.1324005740824,-84.75,"struct-rand"
"t0056","D1-3","struct",12,3,13,599.338461538463,585.199999999953,95.2776516158723,26.4252660236017,57.5757086395929,41.8000000000466,"struct-rand"
"t0056","D1-2","struct",3,4,16,635.8125,678.199999999997,164.07466542198,41.018666355495,87.4292177628879,70.8,"struct-rand"
"t0056","D2-3","struct",7,4,11,582.118181818175,607.399999999965,142.083544565729,42.8398005643875,95.4530240488553,132.5,"struct-rand"
"t0056","D1-3","struct",8,4,17,463.041176470603,474.900000000023,92.7297892994928,22.49027740724,47.677258256564,203.299999999974,"struct-rand"
"h4610","D1-2","rand",8,1,14,602.271428571428,567.999999999971,140.998420223413,37.6834128965992,81.4100640903586,39.7,"struct-rand"
"h4610","D2-3","rand",4,1,17,525.947058823528,528.299999999988,152.609125372831,37.0131496085477,78.4643719960293,-8.1,"struct-rand"
"h4610","D1-3","rand",3,1,18,527.350000000001,536.400000000009,99.5315985888207,23.4598227681642,49.4958995294815,31.5999999999622,"struct-rand"
"h4610","D1-2","rand",2,2,12,603.383333333335,601.25,120.296730351799,34.7266748256214,76.4328959505205,-43.75,"struct-rand"
"h4610","D2-3","rand",5,2,10,675.599999999994,645,100.886669089628,31.903165987093,72.1699754536425,189.9,"struct-rand"
"h4610","D1-3","rand",1,2,19,475.131578947368,455.099999999999,122.904457258617,28.1962162579487,59.2380521877271,146.150000000001,"struct-rand"
"h4610","D1-2","rand",12,3,16,600.212499999994,583.399999999965,130.536492343436,32.6341230858589,69.5579868210958,-55.4,"struct-rand"
"h4610","D2-3","rand",10,3,13,627.653846153855,638.800000000047,146.856810166601,40.7307507082123,88.7446822050306,47.6,"struct-rand"
"h4610","D1-3","rand",9,3,15,594.233333333333,591.20000000007,67.7300067143504,17.4878125362131,37.5076275284718,-7.80000000010477,"struct-rand"
"h4610","D1-2","rand",6,4,0,NA,NA,NA,NA,NA,NA,"struct-rand"
"h4610","D2-3","rand",7,4,13,593.569230769228,568.299999999988,148.014990145225,41.0519720389159,89.4445633615302,69.4,"struct-rand"
"h4610","D1-3","rand",11,4,15,540.779999999997,498.900000000023,96.8645239496999,25.0103125396998,53.6417853958119,NA,"struct-rand"
"h4610","D1-2","struct",8,1,18,607.611111111105,602.799999999988,98.8558063925183,23.3005370199381,49.1598359765472,106.3,"struct-rand"
"h4610","D2-3","struct",4,1,2,496.5,496.5,147.361053199293,104.200000000012,1323.98653350955,38.1,"struct-rand"
"h4610","D1-3","struct",1,1,18,453.555555555555,458.400000000001,112.955088535861,26.6237696910781,56.1712440348832,144.399999999987,"struct-rand"
"h4610","D1-2","struct",10,2,15,638.953333333336,625.600000000093,106.49732972285,27.4974922954772,58.9762554264618,-56.8,"struct-rand"
"h4610","D2-3","struct",2,2,9,669.766666666666,682.399999999994,139.56365931001,46.5212197700034,107.27812516437,NA,"struct-rand"
"h4610","D1-3","struct",9,2,0,NA,NA,NA,NA,NA,NA,"struct-rand"
"h4610","D1-2","struct",12,3,17,522.517647058826,516.300000000047,76.3710861132333,18.5227091051767,39.2663891879978,127.8,"struct-rand"
"h4610","D2-3","struct",7,3,17,397.835294117648,388.5,99.049835570143,24.0231137797506,50.9267262054885,-4.6,"struct-rand"
"h4610","D1-3","struct",6,3,17,446.323529411772,393.100000000035,103.852621111657,25.1879603729772,53.3960906712492,123.200000000012,"struct-rand"
"h4610","D1-2","struct",5,4,2,702.050000000017,702.050000000017,181.655732086799,128.449999999983,1632.11199836142,NA,"struct-rand"
"h4610","D2-3","struct",3,4,0,NA,NA,NA,NA,NA,NA,"struct-rand"
"h4610","D1-3","struct",11,4,18,444.272222222217,459.200000000012,107.644200442427,25.3719813627479,53.5302015196222,242.850000000006,"struct-rand"
"l6268","D1-2","rand",8,1,11,618.972727272702,590.700000000012,147.094521250187,44.3506668821663,98.8194439916556,83.75,"rand-struct"
"l6268","D2-3","rand",4,1,10,526.560000000006,506.950000000012,118.438330882455,37.4534887857217,84.7256779284027,-101.3,"rand-struct"
"l6268","D1-3","rand",3,1,16,617.874999999996,608.250000000015,111.901036635056,27.975259158764,59.6278534208644,-17.5500000000029,"rand-struct"
"l6268","D1-2","rand",2,2,12,595.050000000001,545.649999999987,159.465194264511,46.0336364174956,101.319350619962,-5.25,"rand-struct"
"l6268","D2-3","rand",5,2,11,561.345454545453,550.899999999965,119.738351113043,36.102471241618,80.4413188261663,6.3,"rand-struct"
"l6268","D1-3","rand",1,2,14,526.335714285715,544.600000000006,129.530362387434,34.618445517032,74.7886046304608,1.04999999998108,"rand-struct"
"l6268","D1-2","rand",12,3,9,669.433333333323,666.099999999977,152.89122767509,50.9637425583634,117.522601085066,140.6,"rand-struct"
"l6268","D2-3","rand",10,3,13,507.538461538444,525.5,145.50548980743,40.3559618740148,87.9280874846651,-14.55,"rand-struct"
"l6268","D1-3","rand",9,3,14,555.65714285714,540.049999999988,114.405404083536,30.5761303768585,66.055713702085,126.049999999988,"rand-struct"
"l6268","D1-2","rand",6,4,12,651.28333333333,652.75,126.732437071423,36.5845033291216,80.5219489167198,147.2,"rand-struct"
"l6268","D2-3","rand",7,4,12,549.999999999985,505.549999999988,138.298011554751,39.9231970997628,87.8703643599915,-31.75,"rand-struct"
"l6268","D1-3","rand",11,4,9,553.244444444452,537.300000000047,151.92679249487,50.6422641649567,116.781270580492,115.449999999953,"rand-struct"
"l6268","D1-2","struct",8,1,13,574.115384615394,542.599999999977,148.247567974165,41.1164775225911,89.5851087369458,-7.4,"rand-struct"
"l6268","D2-3","struct",4,1,11,554.481818181812,550,90.7690015168351,27.367883693322,60.9794449537324,134.9,"rand-struct"
"l6268","D1-3","struct",1,1,14,457.557142857143,415.1,117.283054807824,31.345214883222,67.7172197638039,127.499999999976,"rand-struct"
"l6268","D1-2","struct",10,2,10,574.5,544,157.985674456062,49.9594568959039,113.016143266577,57.15,"rand-struct"
"l6268","D2-3","struct",2,2,14,543.171428571428,486.849999999991,124.455011510624,33.2620009385545,71.8581842788891,-36.45,"rand-struct"
"l6268","D1-3","struct",9,2,11,535.890909090903,523.300000000047,88.0819556384394,26.5577088775848,59.1742629698874,20.6999999999534,"rand-struct"
"l6268","D1-2","struct",12,3,13,607.376923076934,615,179.823047993702,49.8739400039626,108.665980346687,173.1,"rand-struct"
"l6268","D2-3","struct",7,3,17,482.211764705878,441.900000000023,132.438489884702,32.1210519230543,68.0935881882439,-77.75,"rand-struct"
"l6268","D1-3","struct",6,3,12,556.466666666684,519.650000000023,106.21563258796,30.6618120334027,67.4861932670385,95.3499999999767,"rand-struct"
"l6268","D1-2","struct",5,4,14,584.957142857149,559.850000000035,153.787124169873,41.1013377957804,88.7940419126935,72.65,"rand-struct"
"l6268","D2-3","struct",3,4,15,523.099999999998,487.199999999983,176.860025363074,45.6650621894004,97.9418174867647,-85,"rand-struct"
"l6268","D1-3","struct",11,4,15,585.233333333318,572.20000000007,153.783166767224,39.7066429210998,85.1622791590806,-12.3500000000349,"rand-struct"
"n4711","D1-2","rand",2,1,13,507.138461538461,506.900000000009,71.510599895655,19.8334718971518,43.2134230263588,-120.8,"rand-struct"
"n4711","D2-3","rand",10,1,5,618.099999999953,627.699999999953,190.39728201838,85.1482530648592,236.409450438071,118.05,"rand-struct"
"n4711","D1-3","rand",6,1,16,541.037500000002,509.649999999994,137.336709707687,34.3341774269218,73.1815668737811,-2.74999999998545,"rand-struct"
"n4711","D1-2","rand",9,2,15,622.419999999995,667.099999999977,156.207125317673,40.332506327619,86.5046226618377,99.85,"rand-struct"
"n4711","D2-3","rand",8,2,14,631.535714285727,567.25,145.191203416227,38.8039813397804,83.8309050324285,87.55,"rand-struct"
"n4711","D1-3","rand",1,2,18,495.955555555556,479.700000000004,161.247840741485,38.0064805466641,80.1866647159709,187.399999999972,"rand-struct"
"n4711","D1-2","rand",3,3,15,565.520000000001,535.399999999994,77.253064664128,19.9466555258435,42.7813212403113,-9.3,"rand-struct"
"n4711","D2-3","rand",5,3,13,569.5,544.700000000012,92.4819081406365,25.6498662964473,55.8862577659485,44.4,"rand-struct"
"n4711","D1-3","rand",12,3,16,505.693750000006,500.299999999988,125.849674711543,31.4624186778857,67.0605579931908,35.1000000000058,"rand-struct"
"n4711","D1-2","rand",4,4,15,652.026666666664,643.399999999994,148.559514128493,38.3579016093545,82.2695167482044,51.4,"rand-struct"
"n4711","D2-3","rand",11,4,10,582.129999999993,592,82.3516045853156,26.0418639459163,58.910789057871,83.5,"rand-struct"
"n4711","D1-3","rand",7,4,13,557.884615384615,508.5,133.009303221967,36.8901432985032,80.3767175070412,134.899999999994,"rand-struct"
"n4711","D1-2","struct",1,1,17,497.188235294118,486.700000000004,95.0864533092973,23.0618523858585,48.8889430826398,-106.95,"rand-struct"
"n4711","D2-3","struct",12,1,14,616.57142857142,593.649999999965,84.0378799989752,22.4600681762134,48.5220273099088,50.25,"rand-struct"
"n4711","D1-3","struct",9,1,13,571.815384615374,543.400000000023,130.559851193196,36.2107875380014,78.8965284601516,-56.7000000000189,"rand-struct"
"n4711","D1-2","struct",4,2,13,568.453846153848,627.899999999994,129.627476610123,35.9521933559084,78.3331001385301,89.1,"rand-struct"
"n4711","D2-3","struct",2,2,14,558.228571428572,538.799999999996,99.4591019818337,26.5815631151593,57.4259757937777,-97.1,"rand-struct"
"n4711","D1-3","struct",11,2,14,612.899999999998,635.899999999965,103.870459263876,27.7605479408773,59.973017657704,-7.9999999999709,"rand-struct"
"n4711","D1-2","struct",3,3,17,522.394117647058,521.399999999994,95.4654222126321,23.1537658456981,49.0837909132236,74,"rand-struct"
"n4711","D2-3","struct",10,3,17,464.723529411761,447.400000000023,64.7005557299519,15.692189724162,33.2659561526363,-80.2,"rand-struct"
"n4711","D1-3","struct",7,3,16,557.637500000008,527.600000000006,87.6311350681571,21.9077837670393,46.6953357544777,-6.20000000001164,"rand-struct"
"n4711","D1-2","struct",6,4,18,514.366666666665,485.999999999971,96.4263083456824,22.7278988386723,47.9516750212506,0,"rand-struct"
"n4711","D2-3","struct",8,4,16,501.412499999988,486,89.0170985448004,22.2542746362001,47.4338635600911,-60.25,"rand-struct"
"n4711","D1-3","struct",5,4,18,556.055555555552,546.25,121.699186628932,28.684773376735,60.5195817168539,-60.2500000000291,"rand-struct"
"h5760","D1-2","rand",8,1,10,755.989999999996,725.600000000006,116.818847889473,36.9413632967489,83.5671695852712,170.8,"struct-rand"
"h5760","D2-3","rand",4,1,13,631.530769230769,554.799999999988,149.85043312481,41.5610323293838,90.5537104534758,17.4,"struct-rand"
"h5760","D1-3","rand",3,1,17,545.499999999998,537.399999999994,114.901300036157,27.8676586217565,59.0767971891505,188.200000000012,"struct-rand"
"h5760","D1-2","rand",2,2,16,569.493749999999,514.199999999997,159.091770031217,39.7729425078043,84.7740202338345,-72.2,"struct-rand"
"h5760","D2-3","rand",5,2,15,594.680000000005,586.400000000023,110.908251657449,28.636387441752,61.4189425751262,132.2,"struct-rand"
"h5760","D1-3","rand",1,2,16,497.43125,454.200000000001,154.648981972079,38.6622454930196,82.4066255864171,59.9999999999964,"struct-rand"
"h5760","D1-2","rand",12,3,11,577.700000000006,535.100000000093,152.872123030986,46.0926793635298,102.700889682027,-61.9,"struct-rand"
"h5760","D2-3","rand",10,3,12,629.166666666676,597,163.44270240577,47.1818441155257,103.846538724029,-9.2,"struct-rand"
"h5760","D1-3","rand",9,3,16,618.493749999994,606.199999999953,128.754828873859,32.1887072184647,68.6086053729531,-71.0999999998603,"struct-rand"
"h5760","D1-2","rand",6,4,12,692.916666666667,700.349999999977,167.80732367448,48.4418017477257,106.619686774846,5.25,"struct-rand"
"h5760","D2-3","rand",7,4,15,663.073333333336,695.100000000035,135.943231149033,35.1003913513219,75.2828521110205,121.8,"struct-rand"
"h5760","D1-3","rand",11,4,8,560.324999999983,573.299999999988,78.2097865633513,27.6513352170491,65.3850178431559,127.049999999988,"struct-rand"
"h5760","D1-2","struct",8,1,16,619.656250000004,599.699999999983,113.398089159381,28.3495222898453,60.4255764015274,142.9,"struct-rand"
"h5760","D2-3","struct",4,1,17,479.376470588235,456.800000000017,137.908350587493,33.4476880074672,70.905931053729,8.1,"struct-rand"
"h5760","D1-3","struct",1,1,18,460.694444444444,448.699999999997,99.54584797807,23.4631813814195,49.5029855840475,150.999999999985,"struct-rand"
"h5760","D1-2","struct",10,2,13,559.676923076909,560.5,155.339821862958,43.0835148344875,93.8709148685397,185.6,"struct-rand"
